icao,lat,lon,name,country,type,tz
URME,44.06000,42.82900,Yessentuki Airfield,RU,s,Europe/Moscow
URMG,43.38811,45.69977,Akhmat Kadyrov Grozny International Airport,RU,l,Europe/Moscow
URML,42.81680,47.65230,Makhachkala Uytash International Airport,RU,l,Europe/Moscow
URMM,44.22510,43.08190,Mineralnye Vody Airport,RU,l,Europe/Moscow
URMN,43.51290,43.63660,Nalchik Airport,RU,m,Europe/Moscow
URMO,43.20510,44.60660,Vladikavkaz Beslan International Airport,RU,m,Europe/Moscow
URMS,43.32327,45.01257,Magas Airport,RU,m,Europe/Moscow
URMT,45.10920,42.11280,Stavropol Shpakovskoye Airport,RU,m,Europe/Moscow
UROD,69.37500,86.15667,Dudinka Airport,RU,m,Asia/Krasnoyarsk
URRH,47.69700,40.28700,Shakhty Airfield,RU,s,Europe/Moscow
URRN,47.46598,41.92504,Potapov,RU,s,Europe/Moscow
URRP,47.49389,39.92472,Platov International Airport,RU,l,Europe/Moscow
URRT,47.19833,38.84917,Taganrog Yuzhny Airport,RU,m,Europe/Moscow
URSS,43.44990,39.95660,Sochi International Airport,RU,l,Europe/Moscow
URWA,46.28284,48.01051,Astrakhan Narimanovo Boris M. Kustodiev International Airport,RU,l,Europe/Astrakhan
URWI,46.37390,44.33090,Elista Airport,RU,m,Europe/Moscow
URWW,48.78134,44.33919,Volgograd International Airport,RU,l,Europe/Volgograd
USCC,55.30314,61.50493,Kurchatov Chelyabinsk International Airport,RU,l,Asia/Yekaterinburg
USCG,55.26000,61.30000,Chelyabinsk Shagol Airport,RU,s,Asia/Yekaterinburg
USCM,53.39199,58.75523,Magnitogorsk International Airport,RU,l,Asia/Yekaterinburg
USCV,54.95300,61.50000,Kalachevo Airfield,RU,s,Asia/Yekaterinburg
USDA,71.21917,72.05222,Sabetta International Airport,RU,m,
USDB,70.31528,68.33361,Bovanenkovo Airport,RU,m,
USDD,66.59080,66.61100,Salekhard Airport,RU,m,Asia/Yekaterinburg
USDE,70.16387,72.52757,Soyakha Helipad (New),RU,h,
USDI,69.09287,76.86099,Antipayuta Airport,RU,s,
USDK,68.46768,73.59673,Mys Kamenny Airport,RU,s,
USDL,66.67450,66.44200,Labytnangi Heliport,RU,h,Asia/Yekaterinburg
USDO,63.98781,82.05089,Tolka Airport,RU,s,
USDP,65.71700,82.45500,Krasnoselkup Airport,RU,s,
USDR,66.85352,70.84741,Yar-Sale Airport,RU,s,Asia/Yekaterinburg
USDS,64.93049,77.81130,Tarko-Sale Airport,RU,s,Asia/Yekaterinburg
USDT,67.48420,78.64440,Tazovsky Airport,RU,s,
USDU,65.96000,78.43700,Urengoy Airport,RU,s,Asia/Yekaterinburg
USDV,69.38315,72.52262,Yaptik-Sale Heliport,RU,h,
USDX,71.12349,66.92734,Kharasaveyskoye GKM AP Bovanenkovo Heliport,RU,h,
USHA,64.25710,60.91230,Saranpaul' Airport,RU,s,Europe/Moscow
USHB,63.92100,65.03050,Berezovo Airport,RU,m,Asia/Yekaterinburg
USHH,61.02850,69.08610,Khanty Mansiysk Airport,RU,m,Asia/Yekaterinburg
USHI,63.20039,64.44014,Igrim Airport,RU,s,Asia/Yekaterinburg
USHK,59.65508,67.43005,Kondinskoye Airport,RU,s,Asia/Yekaterinburg
USHL,59.72512,65.83328,Lugovoy Airport,RU,s,Asia/Yekaterinburg
USHN,62.11000,65.61500,Nyagan Airport,RU,m,Asia/Yekaterinburg
USHQ,63.68690,66.69860,Beloyarskiy Airport,RU,m,Asia/Yekaterinburg
USHS,61.32662,63.60191,Sovetskiy Airport,RU,m,Asia/Yekaterinburg
USHU,60.10330,64.82670,Uray Airport,RU,m,Asia/Yekaterinburg
USII,56.83452,53.46217,Izhevsk Airport,RU,m,Europe/Samara
USKK,58.50388,49.34783,Pobedilovo Airport,RU,m,Europe/Kirov
USMM,65.48090,72.69890,Nadym Airport,RU,m,Asia/Yekaterinburg
USMU,66.06940,76.52030,Novy Urengoy Airport,RU,m,Asia/Yekaterinburg
USNN,60.94930,76.48360,Nizhnevartovsk Airport,RU,l,Asia/Yekaterinburg
USPP,57.91450,56.02120,Perm International Airport,RU,l,Asia/Yekaterinburg
USPT,59.57955,56.85768,Berezniki Airport,RU,s,Asia/Yekaterinburg
USRA,62.26500,71.19100,Ay-Pim Airport,RU,s,Asia/Yekaterinburg
USRK,62.19040,74.53380,Kogalym International Airport,RU,m,Asia/Yekaterinburg
USRN,61.10830,72.65000,Nefteyugansk Airport,RU,m,Asia/Yekaterinburg
USRO,63.18330,75.27000,Noyabrsk Airport,RU,m,Asia/Yekaterinburg
USRR,61.34050,73.40578,Surgut International Airport,RU,l,Asia/Yekaterinburg
USSK,56.70170,60.79000,Uktus Airport,RU,m,Asia/Yekaterinburg
USSQ,57.86811,61.74830,Alapayevsk Airfield,RU,s,Asia/Yekaterinburg
USSS,56.74310,60.80270,Koltsovo Airport,RU,l,Asia/Yekaterinburg
USTJ,58.05971,68.34800,Tobolsk Remezov Airport,RU,m,Asia/Yekaterinburg
USTL,57.14469,65.46972,Plekhanovo Airport,RU,s,Asia/Yekaterinburg
USTO,58.13580,68.23190,Tobolsk Airport,RU,s,Asia/Yekaterinburg
USTR,57.17898,65.32770,Roshchino International Airport,RU,l,Asia/Yekaterinburg
USUU,55.47530,65.41560,Kurgan Airport,RU,m,Asia/Yekaterinburg
UTAA,37.98680,58.36100,Ashgabat International Airport,TM,l,Asia/Ashgabat
UTAE,37.82205,65.13528,Kerki Airport,TM,s,Asia/Ashgabat
UTAK,40.06283,53.00509,Turkmenbaşy International Airport,TM,m,Asia/Ashgabat
UTAM,37.62353,61.89567,Mary International Airport,TM,m,Asia/Ashgabat
UTAN,39.68105,54.20601,Balkanabat International Airport,TM,m,Asia/Ashgabat
UTAT,41.75985,59.83615,Dashoguz International Airport,TM,l,Asia/Ashgabat
UTAV,38.93066,63.56398,Türkmenabat International Airport,TM,l,Asia/Ashgabat
UTDD,38.54375,68.82298,Dushanbe International Airport,TJ,l,Asia/Dushanbe
UTDK,37.98810,69.80500,Kulob International Airport,TJ,l,Asia/Dushanbe
UTDL,40.21540,69.69470,Khujand International Airport,TJ,l,Asia/Dushanbe
UTDT,37.86632,68.86447,Bokhtar International Airport,TJ,l,Asia/Dushanbe
UUAE,56.69165,38.84298,Pereslavl-Zalessky Heliport,RU,h,Europe/Moscow
UUAN,57.02949,35.01672,Gazprom Compressor Station Helipad,RU,h,Europe/Moscow
UUBA,57.79690,41.01940,Kostroma Sokerkino Airport,RU,m,Europe/Moscow
UUBC,54.55000,36.36667,Grabtsevo Airport,RU,m,Europe/Moscow
UUBI,56.93940,40.94080,Ivanovo South Airport,RU,m,Europe/Moscow
UUBK,58.10420,38.92940,Staroselye Airport,RU,m,Europe/Moscow
UUBN,56.91469,35.93567,Zmeyevo Airfield,RU,s,Europe/Moscow
UUBP,53.21440,34.17596,Bryansk International Airport,RU,m,Europe/Moscow
UUBQ,58.39282,45.55438,Sharya Airport,RU,s,Europe/Moscow
UUBS,54.74500,32.06500,Smolensk South Airport,RU,s,Europe/Moscow
UUBW,55.55330,38.15000,Zhukovsky International Airport,RU,l,Europe/Moscow
UUDD,55.40880,37.90630,Domodedovo International Airport,RU,l,Europe/Moscow
UUDL,57.56070,40.15740,Golden Ring Yaroslavl International Airport,RU,l,Europe/Moscow
UUEE,55.97686,37.41121,Sheremetyevo International Airport,RU,l,Europe/Moscow
UUEI,56.79830,37.33000,Kimry Airfield,RU,s,Europe/Moscow
UUEM,56.82470,35.75770,Migalovo Air Base,RU,m,Europe/Moscow
UUMB,55.61169,36.65000,Kubinka Air Base,RU,m,Europe/Moscow
UUMD,55.12978,39.14573,Selnikovo Airfield,RU,s,Europe/Moscow
UUMI,54.88941,38.14704,Stupino Air Base,RU,s,Europe/Moscow
UUML,55.20661,38.67915,Severka Airfield,RU,s,Europe/Moscow
UUMT,54.90500,39.02667,Tretyakovo Airport,RU,m,Europe/Moscow
UUMU,55.87830,38.06170,Chkalovskiy Air Base,RU,m,Europe/Moscow
UUMY,54.81524,38.62927,Ozery Airport,RU,s,Europe/Moscow
UUOB,50.64380,36.59010,Belgorod International Airport,RU,m,Europe/Moscow
UUOD,51.65286,39.25624,Pridacha Airport,RU,s,Europe/Moscow
UUOK,51.75060,36.29560,Kursk East Airport,RU,m,Europe/Moscow
UUOL,52.70280,39.53780,Lipetsk Airport,RU,m,Europe/Moscow
UUOO,51.81432,39.23095,Voronezh International Airport,RU,m,Europe/Moscow
UUOQ,51.58723,39.49006,Parus Airfield,RU,s,Europe/Moscow
UUOT,52.80610,41.48280,Donskoye Airport,RU,m,Europe/Moscow
UUOW,50.22493,38.11089,Valuyki  Airfield,RU,s,Europe/Moscow
UUPM,65.07771,57.23225,163rd km Oil Pipeline Heliport,RU,h,Europe/Moscow
UURB,65.47851,54.26150,Brykalansk Heliport,RU,h,Europe/Moscow
UURG,66.67064,56.98072,Verkhnekolvinskaya Heliport,RU,h,Europe/Moscow
UURH,67.21300,56.78100,Haryaginskiy Heliport,RU,h,Europe/Moscow
UUTK,57.23238,37.86075,Kalyazin Heliport,RU,h,Europe/Moscow
UUTZ,56.55356,36.55948,Zavidovo Air Park (U.C.),RU,s,Europe/Moscow
UUWK,55.02384,36.24458,Kudinovo Airfield,RU,s,Europe/Moscow
UUWL,55.42536,37.12990,Luzhki Heliport,RU,h,Europe/Moscow
UUWW,55.59150,37.26150,Vnukovo International Airport,RU,l,Europe/Moscow
UUXM,63.38502,58.81514,Samotsvyetniy Heliport,RU,h,Europe/Moscow
UUYH,63.56690,53.80470,Ukhta Airport,RU,m,Europe/Moscow
UUYI,66.05337,60.10579,Inta Airport,RU,m,Europe/Moscow
UUYK,63.82330,57.28000,Vuktyl Airport,RU,m,Europe/Moscow
UUYM,62.60540,50.92520,Yemva Airport,RU,s,Europe/Moscow
UUYN,66.71505,52.29288,Noviy Bor Airfield,RU,s,Europe/Moscow
UUYP,65.12110,57.13080,Pechora Airport,RU,m,Europe/Moscow
UUYS,66.00470,57.36720,Usinsk Airport,RU,m,Europe/Moscow
UUYT,61.69000,53.71000,Ust-Kulom Airport,RU,s,Europe/Moscow
UUYV,65.03170,53.97000,Izhma Airport,RU,m,Europe/Moscow
UUYW,67.48860,63.99310,Vorkuta Airport,RU,m,Europe/Moscow
UUYX,65.43729,52.20034,Ust-Tsylma Airport,RU,m,Europe/Moscow
UUYY,61.64700,50.84510,Syktyvkar Airport,RU,m,Europe/Moscow
UWGB,55.02000,45.31500,Bolshoye Boldino Airport,RU,s,Europe/Moscow
UWGG,56.22735,43.78515,Nizhny Novgorod / Strigino International Airport,RU,l,Europe/Moscow
UWKB,54.64118,52.80023,Bugulma Airport,RU,m,Europe/Moscow
UWKD,55.60620,49.27870,Kazan International Airport,RU,l,Europe/Moscow
UWKE,55.56470,52.09250,Begishevo Airport,RU,m,Europe/Moscow
UWKG,55.86670,49.13330,Borisoglebskoye Airport,RU,m,Europe/Moscow
UWKJ,56.70060,47.90470,Yoshkar-Ola Airport,RU,m,Europe/Moscow
UWKS,56.09030,47.34730,Cheboksary Airport,RU,m,Europe/Moscow
UWKW,55.85900,49.04000,Yudino Heliport,RU,h,Europe/Moscow
UWLL,54.27016,48.22557,Ulyanovsk Baratayevka Airport,RU,m,Europe/Ulyanovsk
UWLS,54.01528,48.30603,Soldatskaya Tashla Airfield,RU,s,Europe/Ulyanovsk
UWLW,54.40100,48.80270,Ulyanovsk Vostochny Airport,RU,m,Europe/Ulyanovsk
UWOD,51.49928,59.93666,Adamovka Airport,RU,s,Asia/Yekaterinburg
UWOH,52.07780,59.68654,Kvarkeno Airport,RU,s,Asia/Yekaterinburg
UWOO,51.79267,55.45723,Orenburg Central Airport,RU,m,Asia/Yekaterinburg
UWOR,51.07250,58.59560,Orsk Airport,RU,m,Asia/Yekaterinburg
UWOS,50.80072,60.90237,Svetlyy Airport,RU,s,Asia/Yekaterinburg
UWPP,53.11060,45.02110,Penza Airport,RU,m,Europe/Moscow
UWPS,54.12513,45.21226,Saransk International Airport,RU,l,Europe/Moscow
UWSB,51.85830,47.74560,Balakovo Airport,RU,m,Europe/Saratov
UWSG,51.71278,46.17111,Gagarin International Airport,RU,l,Europe/Saratov
UWSK,50.95546,46.94990,Krasny Kut Airport,RU,s,Europe/Saratov
UWTK,55.53869,49.32154,Karaishevo Airfield,RU,s,Europe/Moscow
UWUA,52.68741,58.71480,Sibay Airport,RU,h,Asia/Yekaterinburg
UWUB,53.93839,58.34011,Beloretsk Airport,RU,s,Asia/Yekaterinburg
UWUK,54.44000,53.38830,Oktyabrskiy Airport,RU,s,Asia/Yekaterinburg
UWUU,54.55750,55.87440,Ufa International Airport,RU,l,Asia/Yekaterinburg
UWUZ,55.69750,54.06770,Aktanysh Airport,RU,s,Asia/Yekaterinburg
UWWB,53.71840,52.37190,Buguruslan Severny Airport,RU,m,Asia/Yekaterinburg
UWWE,53.69610,49.49152,Verkhneye Sancheleyevo Airfield,RU,s,Europe/Samara
UWWG,53.22000,50.32500,Bezymyanka Airfield,RU,m,Europe/Samara
UWWS,53.24132,50.37498,Smyshlyayevka Airport,RU,s,Europe/Samara
UWWW,53.50490,50.16430,Kurumoch International Airport,RU,l,Europe/Samara
UZFA,40.72770,72.29400,Andijan International Airport,UZ,m,Asia/Tashkent
UZFF,40.35880,71.74500,Fergana International Airport,UZ,m,Asia/Tashkent
UZFN,40.98462,71.55780,Namangan International Airport,UZ,l,Asia/Tashkent
UZKK,40.44778,70.99115,Kokand Airport,UZ,s,Asia/Tashkent
UZNM,43.75364,59.02988,Muynak Airport,UZ,s,Asia/Samarkand
UZNN,42.48840,59.62330,Nukus International Airport,UZ,l,Asia/Samarkand
UZNU,41.58274,60.64338,Urgench International Airport,UZ,l,Asia/Samarkand
UZSA,40.11760,65.17266,Navoi International Airport,UZ,m,Asia/Samarkand
UZSB,39.77532,64.48228,Bukhara International Airport,UZ,l,Asia/Samarkand
UZSH,39.06800,66.75839,Shahrisabz Airport,UZ,s,Asia/Samarkand
UZSK,38.80225,65.77307,Karshi Airport,UZ,s,Asia/Samarkand
UZSL,38.83360,65.92150,Karshi-Khanabad Air Base,UZ,s,Asia/Samarkand
UZSM,41.76217,64.60030,Tandy Bulak Airport,UZ,s,Asia/Samarkand
UZSN,41.61380,64.23296,Sugraly Airport,UZ,s,Asia/Samarkand
UZSO,39.98794,71.12487,Sokh Airport,UZ,s,Asia/Tashkent
UZSR,38.40801,67.94502,Sariasiya Airport,UZ,s,Asia/Samarkand
UZSS,39.70184,66.98147,Samarkand International Airport,UZ,l,Asia/Samarkand
UZST,37.28726,67.31187,Termez Airport,UZ,m,Asia/Samarkand
UZSU,42.08310,63.44930,Uchkuduk Airport,UZ,s,Asia/Samarkand
UZTC,41.51226,69.57470,Chirchik Air Base,UZ,s,Asia/Tashkent
UZTP,41.31289,69.39553,Tashkent-Khumo International Airport,UZ,m,Asia/Tashkent
UZTT,41.25790,69.28120,Tashkent International Airport,UZ,l,Asia/Tashkent
UZTZ,40.01402,68.41103,Zomin Airport,UZ,m,Asia/Samarkand
VAAH,23.07720,72.63470,Sardar Vallabh Patel International Airport,IN,l,Asia/Kolkata
VAAK,20.69893,77.05688,Akola Airport,IN,m,Asia/Kolkata
VAAM,20.81461,77.71776,Amravati (Belora) Airstrip,IN,s,Asia/Kolkata
VAAU,19.86287,75.39631,Aurangabad Airport,IN,m,Asia/Kolkata
VAAV,18.60962,73.37758,Aamby Valley Airport,IN,s,Asia/Kolkata
VABB,19.08870,72.86790,Chhatrapati Shivaji Maharaj International Airport,IN,l,Asia/Kolkata
VABJ,23.28780,69.67020,Bhuj Airport,IN,m,Asia/Kolkata
VABO,22.33620,73.22630,Vadodara International Airport,IN,l,Asia/Kolkata
VABP,23.28750,77.33740,Raja Bhoj International Airport,IN,l,Asia/Kolkata
VABV,21.75220,72.18520,Bhavnagar Airport,IN,m,Asia/Kolkata
VADN,20.43440,72.84320,Daman Airport,IN,m,Asia/Kolkata
VADS,24.26790,72.20440,Deesa Airport,IN,s,Asia/Kolkata
VADU,20.71419,70.92185,Diu Airport,IN,s,Asia/Kolkata
VAGD,21.52682,80.29035,Gondia Airport,IN,m,Asia/Kolkata
VAGN,24.65470,77.34730,Guna Airport,IN,s,Asia/Kolkata
VAHS,22.37882,71.03939,Rajkot International Airport,IN,l,Asia/Kolkata
VAID,22.72140,75.80051,Devi Ahilya Bai Holkar International Airport,IN,l,Asia/Kolkata
VAJB,23.17780,80.05200,Jabalpur Airport,IN,m,Asia/Kolkata
VAJJ,19.09810,72.83420,Juhu Aerodrome,IN,s,Asia/Kolkata
VAJL,20.96268,75.62749,Jalgaon Airport,IN,s,Asia/Kolkata
VAJM,22.46550,70.01260,Jamnagar Airport,IN,m,Asia/Kolkata
VAKE,23.11270,70.10030,Kandla Airport,IN,m,Asia/Kolkata
VAKJ,24.81720,79.91860,Khajuraho Airport,IN,m,Asia/Kolkata
VAKP,16.66470,74.28940,Kolhapur Airport,IN,m,Asia/Kolkata
VAKS,21.31710,70.27040,Keshod Airport,IN,m,Asia/Kolkata
VALT,18.41150,76.46470,Murod Kond Airport,IN,m,Asia/Kolkata
VAMA,22.83479,69.76541,Mundra Airport,IN,s,Asia/Kolkata
VAND,19.18330,77.31670,Nanded Airport,IN,m,Asia/Kolkata
VANM,18.98460,73.06525,Navi Mumbai International Airport,IN,l,Asia/Kolkata
VANP,21.09220,79.04720,Dr. Babasaheb Ambedkar International Airport,IN,l,Asia/Kolkata
VANR,19.96370,73.80760,Gandhinagar Airfield,IN,s,Asia/Kolkata
VAOZ,20.11910,73.91290,Nashik International Airport,IN,l,Asia/Kolkata
VAPO,18.58210,73.91970,Pune International Airport,IN,l,Asia/Kolkata
VAPR,21.64952,69.65641,Porbandar Airport,IN,m,Asia/Kolkata
VARG,17.01360,73.32780,Ratnagiri Airport,IN,m,Asia/Kolkata
VARK,22.30920,70.77950,Rajkot Airport,IN,m,Asia/Kolkata
VARP,21.18040,81.73880,Swami Vivekananda Airport,IN,m,Asia/Kolkata
VASD,19.68921,74.37365,Shirdi International Airport,IN,l,Asia/Kolkata
VASL,17.62800,75.93480,Solapur Airport,IN,m,Asia/Kolkata
VASU,21.11553,72.74325,Surat International Airport,IN,l,Asia/Kolkata
VAUD,24.61770,73.89610,Maharana Pratap Airport,IN,m,Asia/Kolkata
VCBI,7.18076,79.88410,Bandaranaike International Colombo Airport,LK,l,Asia/Colombo
VCCA,8.30154,80.42848,Anuradhapura Airport,LK,m,Asia/Colombo
VCCB,7.70507,81.67716,Batticaloa International Airport,LK,m,Asia/Colombo
VCCC,6.82164,79.88586,Colombo Ratmalana International Airport,LK,l,Asia/Colombo
VCCG,7.33674,81.62387,Ampara Airport,LK,m,Asia/Colombo
VCCH,8.04981,80.98140,Hingurakgoda Air Force Base,LK,m,Asia/Colombo
VCCJ,9.79233,80.07010,Jaffna International Airport,LK,l,Asia/Colombo
VCCK,5.99368,80.32030,Koggala Airport,LK,m,Asia/Colombo
VCCN,6.55212,79.97750,Katukurunda Air Force Base,LK,s,Asia/Colombo
VCCS,7.95667,80.72850,Sigiriya Air Force Base,LK,s,Asia/Colombo
VCCT,8.53916,81.18128,China Bay Airport,LK,m,Asia/Colombo
VCCV,8.74101,80.49784,Vavuniya Airport,LK,s,Asia/Colombo
VCCW,6.25449,81.23520,Weerawila Airport,LK,s,Asia/Colombo
VCRI,6.28388,81.12416,Mattala Rajapaksa International Airport,LK,l,Asia/Colombo
VDBG,13.09560,103.22400,Battambang Airport,KH,m,Asia/Phnom_Penh
VDKC,12.02866,105.44116,Kampong Cham Airport,KH,s,Asia/Phnom_Penh
VDKK,11.61340,102.99708,Koh Kong Airport,KH,s,Asia/Phnom_Penh
VDMK,12.46456,107.18804,Mondulkiri Airport,KH,s,Asia/Ho_Chi_Minh
VDPP,11.54716,104.84470,Phnom Penh International Airport,KH,l,Asia/Phnom_Penh
VDRK,13.73000,106.98700,Ratanakiri Airport,KH,m,Asia/Phnom_Penh
VDSA,13.36974,104.22383,Siem Reap-Angkor International Airport,KH,l,Asia/Phnom_Penh
VDST,13.53128,106.01434,Stung Treng Airport,KH,h,Asia/Phnom_Penh
VDSV,10.57056,103.63207,Sihanouk International Airport,KH,l,Asia/Phnom_Penh
VDSY,12.53850,104.14860,Krakor Airport,KH,s,Asia/Phnom_Penh
VDTI,11.35999,104.92127,Techo International Airport,KH,l,Asia/Phnom_Penh
VEAB,25.44010,81.73390,Prayagraj Airport,IN,m,Asia/Kolkata
VEAH,26.15333,83.11833,Azamgarh Airport,IN,s,Asia/Kolkata
VEAN,28.17530,94.80200,Along Airport,IN,m,Asia/Kolkata
VEAP,22.98753,83.19612,Maa Mahamaya Airport,IN,m,Asia/Kolkata
VEAT,23.88700,91.24040,Agartala - Maharaja Bir Bikram Airport,IN,m,Asia/Kolkata
VEAY,26.74774,82.16366,Maharshi Valmiki International Airport,IN,m,Asia/Kolkata
VEAZ,23.74621,92.80285,Tuirial Airfield,IN,s,Asia/Kolkata
VEBA,22.50423,88.29343,Behala Airport,IN,s,Asia/Kolkata
VEBD,26.68120,88.32860,Bagdogra Airport,IN,l,Asia/Kolkata
VEBG,25.26170,88.79560,Balurghat Airport,IN,s,Asia/Kolkata
VEBI,25.70360,91.97870,Shillong Airport,IN,m,Asia/Kolkata
VEBK,23.64350,86.14890,Bokaro Airport,IN,s,Asia/Kolkata
VEBL,22.04583,85.37347,Barbil Tonto Airstrip,IN,s,Asia/Kolkata
VEBN,25.45217,82.86255,Lal Bahadur Shastri International Airport,IN,l,Asia/Kolkata
VEBP,19.29750,84.87694,Berhampur Rangeilunda Airport,IN,s,Asia/Kolkata
VEBS,20.25102,85.81475,Biju Patnaik International Airport,IN,l,Asia/Kolkata
VEBT,25.59124,84.88312,Bihta Air Force Station,IN,s,Asia/Kolkata
VEBU,21.98840,82.11100,Bilaspur Airport,IN,m,Asia/Kolkata
VECA,27.46220,95.11770,Chabua Air Force Station,IN,s,Asia/Kolkata
VECC,22.65401,88.44765,Netaji Subhash Chandra Bose International Airport,IN,l,Asia/Kolkata
VECK,22.46363,86.70522,Chakulia Airport,IN,s,Asia/Kolkata
VECO,26.33050,89.46720,Cooch Behar Airport,IN,s,Asia/Kolkata
VECT,25.16769,80.93580,Chitrakoot Airport,IN,s,Asia/Kolkata
VEDB,23.83400,86.42530,Dhanbad Airport,IN,m,Asia/Kolkata
VEDG,23.62250,87.24300,Kazi Nazrul Islam Airport,IN,m,Asia/Kolkata
VEDH,26.19280,85.91690,Darbhanga Airport,IN,m,Asia/Kolkata
VEDO,24.44684,86.70495,Deoghar Airport,IN,s,Asia/Kolkata
VEDX,22.33950,87.21450,Kharagpur Airport / Kalaikunda Air Force Station,IN,s,Asia/Kolkata
VEDZ,27.98550,94.22280,Daporijo Airport,IN,s,Asia/Kolkata
VEGK,26.73970,83.44970,Gorakhpur Airport,IN,m,Asia/Kolkata
VEGT,26.10665,91.58523,Lokpriya Gopinath Bordoloi International Airport,IN,l,Asia/Kolkata
VEGY,24.74430,84.95120,Gaya Airport,IN,m,Asia/Kolkata
VEHK,21.58020,84.00570,Hirakud Airport,IN,s,Asia/Kolkata
VEHX,26.69830,89.36910,Hashimara Air Force Station,IN,m,Asia/Kolkata
VEIM,24.76000,93.89670,Bir Tikendrajit International Airport,IN,l,Asia/Kolkata
VEJH,21.91350,84.05040,Jharsuguda Airport,IN,s,Asia/Kolkata
VEJP,18.87955,82.55248,Jeypore Airport,IN,s,Asia/Kolkata
VEJR,19.07430,82.03680,Jagdalpur Airport,IN,s,Asia/Kolkata
VEJS,22.81371,86.16898,Sonari Airport,IN,m,Asia/Kolkata
VEJT,26.73046,94.17542,Jorhat Airport,IN,m,Asia/Kolkata
VEKG,26.07584,87.93965,Kishanganj Airport,IN,s,Asia/Kolkata
VEKH,25.61460,87.55538,Katihar Heliport,IN,h,Asia/Kolkata
VEKI,26.77653,83.88921,Kushinagar International Airport,IN,m,Asia/Kolkata
VEKJ,21.69667,85.58167,Kendujhar Airport,IN,s,Asia/Kolkata
VEKM,24.13433,91.81077,Kamalpur Airport,IN,s,Asia/Kolkata
VEKR,24.30866,92.00768,Kailashahar Airport,IN,m,Asia/Kolkata
VEKU,24.91290,92.97870,Silchar Airport,IN,m,Asia/Kolkata
VEKW,24.06190,91.60390,Khowai Airport,IN,s,Asia/Kolkata
VELP,23.84060,92.61970,Lengpui Airport,IN,m,Asia/Kolkata
VELR,27.29568,94.09727,Lilabari North Lakhimpur Airport,IN,m,Asia/Kolkata
VEMH,25.01018,88.12692,Malda Airport,IN,s,Asia/Kolkata
VEMN,27.48390,95.01690,Dibrugarh Airport,IN,m,Asia/Kolkata
VEMR,25.88390,93.77110,Dimapur Airport,IN,m,Asia/Kolkata
VEMZ,26.11910,85.31370,Muzaffarpur Airport,IN,m,Asia/Kolkata
VENP,20.87000,82.51960,Nawapara Airport,IN,s,Asia/Kolkata
VEPG,28.06479,95.33695,Pasighat Airport,IN,s,Asia/Kolkata
VEPH,23.47430,87.42750,Panagarh Air Force Station,IN,m,Asia/Kolkata
VEPI,22.78100,88.35920,Barrackpore Air Force Station,IN,s,Asia/Kolkata
VEPT,25.59130,85.08800,Jay Prakash Narayan Airport,IN,m,Asia/Kolkata
VEPU,25.75960,87.41000,Purnea Airport,IN,s,Asia/Kolkata
VEPY,27.23130,88.58720,Pakyong Airport,IN,s,Asia/Kolkata
VERC,23.31430,85.32170,Birsa Munda Airport,IN,m,Asia/Kolkata
VERK,22.25657,84.81519,Rourkela Airport,IN,m,Asia/Kolkata
VERL,26.96670,84.83330,Raxaul Airport,IN,s,Asia/Kolkata
VERU,26.14187,89.90789,Rupsi Airport,IN,s,Asia/Kolkata
VETJ,27.94120,96.13440,Tezu Airport,IN,s,Asia/Kolkata
VETZ,26.70910,92.78470,Tezpur Airport,IN,m,Asia/Kolkata
VEUK,20.09778,83.18333,Utkela Airport,IN,m,Asia/Kolkata
VEZO,27.58830,93.82810,Ziro Airport,IN,m,Asia/Kolkata
VGBG,24.86680,89.31650,Bogra Airport,BD,s,Asia/Dhaka
VGBR,22.80100,90.30120,Barisal Airport,BD,m,Asia/Dhaka
VGCB,21.45752,91.96326,Cox's Bazar Airport,BD,m,Asia/Dhaka
VGCM,23.44013,91.18869,Comilla Airport,BD,s,Asia/Dhaka
VGEG,22.24960,91.81330,Shah Amanat International Airport,BD,l,Asia/Dhaka
VGHS,23.84335,90.39778,Hazrat Shahjalal International Airport,BD,l,Asia/Dhaka
VGIS,24.15250,89.04940,Ishurdi Airport,BD,m,Asia/Dhaka
VGJR,23.18380,89.16080,Jessore Airport,BD,m,Asia/Dhaka
VGLM,25.88762,89.43125,Lalmonirhat Airport,BD,s,Asia/Dhaka
VGRJ,24.43720,88.61650,Shah Makhdum Airport,BD,m,Asia/Dhaka
VGSD,25.75920,88.90890,Saidpur Airport,BD,m,Asia/Dhaka
VGSG,26.01638,88.40209,Thakurgaon Airport,BD,s,Asia/Dhaka
VGSH,24.39833,91.91694,Shamshernagar Airport,BD,s,Asia/Dhaka
VGSY,24.96399,91.86475,Osmany International Airport,BD,l,Asia/Dhaka
VGTJ,23.77851,90.38272,Tejgaon Airport,BD,s,Asia/Dhaka
VHHH,22.31184,113.91486,Hong Kong International Airport,HK,l,Asia/Hong_Kong
VHSK,22.43660,114.08000,Shek Kong Air Base,HK,m,Asia/Hong_Kong
VHSS,22.28887,114.15237,Shun Tak Heliport,HK,h,Asia/Hong_Kong
VIAG,27.15798,77.96103,Agra Airport / Agra Air Force Station,IN,m,Asia/Kolkata
VIAH,27.86144,78.14540,Aligarh Airport,IN,s,Asia/Kolkata
VIAM,30.36810,76.81670,Ambala Air Force Station,IN,m,Asia/Kolkata
